ID,Name,Designator,Footprint,Quantity,Manufacturer Part,Manufacturer,Supplier,Supplier Part,Price,JLCPCB Part Class
1,WS2813-MINI(WS2813-3535),"LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8",LED-SMD_L3.5-W3.5-P1.10-BR,8,WS2813-Mini(WS2813-3535),Worldsemi,LCSC,C189639,156,Extended Part
